인허가번호,업소명,업종,업소주소,인허가관할기관
20080433258,한국야쿠르트충주특판강일유통,집단급식소식품판매업,"충청북도 충주시 목행산단7로 24, K동 321호 (목행동)",충청북도 충주시
20090433279,해동상회,집단급식소식품판매업,"충청북도 충주시 행정9길 17, (목행동)",충청북도 충주시
20090433414,씨제이종합유통,집단급식소식품판매업,"충청북도 충주시 목행산단5로 70, 가동 (목행동)",충청북도 충주시
20130433332,푸른누리영농조합법인,집단급식소식품판매업,"충청북도 충주시 하풍1길 1, 1층 101호 (풍동)",충청북도 충주시
20140433358,토옥한우주식회사,집단급식소식품판매업,"충청북도 충주시 칠지1길 18, (칠금동)",충청북도 충주시
20140433370,코주부충주점,집단급식소식품판매업,"충청북도 충주시 대가주1길 11, (가주동)",충청북도 충주시
20140433423,중원유통,집단급식소식품판매업,"충청북도 충주시 목행산단7로 24, E동 106호 (목행동)",충청북도 충주시
20150433632,장보고마트,집단급식소식품판매업,"충청북도 충주시 무학3길 6, (봉방동)",충청북도 충주시
20160433397,플러스푸드,집단급식소식품판매업,"충청북도 충주시 능바우길 57, (칠금동)",충청북도 충주시
20160433535,일월식품,집단급식소식품판매업,충청북도 충주시 산척면 천등박달로 338,충청북도 충주시
20160445421,(주)충북푸드,집단급식소식품판매업,"충청북도 충주시 수안보면 온천중앙길 35, 1층",충청북도 충주시
20170433084,아리랑푸드,집단급식소식품판매업,"충청북도 충주시 목행산단7로 24, K동 309호 (목행동)",충청북도 충주시
20170433155,충주친환경유기영농조합법인(채소부),집단급식소식품판매업,충청북도 충주시 주덕읍 중원산업1로 40,충청북도 충주시
20170433721,아이원,집단급식소식품판매업,"충청북도 충주시 산척면 동산로 725, 1층",충청북도 충주시
20180442619,충주키즈,집단급식소식품판매업,"충청북도 충주시 대림1길 4, 1동 2호 (문화동)",충청북도 충주시
20180442736,모닝마트세경점,집단급식소식품판매업,"충청북도 충주시 신촌2길 6, 예성세경아파트상가 A동 101호 (호암동)",충청북도 충주시
20190442285,(주)형제푸드시스템,집단급식소식품판매업,"충청북도 충주시 엄정면 논동옥성길 159, 1층",충청북도 충주시
20190442897,(주)모닝마트,집단급식소식품판매업,"충청북도 충주시 남산로 88, (용산동)",충청북도 충주시
20190442921,종가집,집단급식소식품판매업,"충청북도 충주시 목행산단7로 24, K동 102,103호 (목행동)",충청북도 충주시
19990433269,수안보농협가공공장,유통전문판매업,충청북도 충주시 수안보면 발화동길 65-15,충청북도 충주시
20010433034,(주)동심,유통전문판매업,충청북도 충주시 중앙탑면 감노로 2315,충청북도 충주시
20040433459,(주)다올통상,유통전문판매업,"충청북도 충주시 동량면 호반로 49, 2층",충청북도 충주시
20050433256,장안농장,유통전문판매업,충청북도 충주시 신니면 하랭이길 140,충청북도 충주시
20070433375,주식회사건국내츄럴에프앤비,유통전문판매업,"충청북도 충주시 계명대로 265, 다동 102,103호 (연수동)",충청북도 충주시
20080433099,영양제과(주),유통전문판매업,충청북도 충주시 신니면 덕고개로 255,충청북도 충주시
20100433454,(주)꽃피는아침마을,유통전문판매업,충청북도 충주시 노은면 솔고개로 737-1,충청북도 충주시
20110433112,(주)코주부B&F,유통전문판매업,"충청북도 충주시 신니면 신석3길 77, 라동",충청북도 충주시
20110433310,서울식품공업(주),유통전문판매업,"충청북도 충주시 충원대로 862, (목행동)",충청북도 충주시
20110433379,하얀민들레농원,유통전문판매업,충청북도 충주시 주덕읍 제내사락길 33,충청북도 충주시
20120433242,동화약품(주),유통전문판매업,"충청북도 충주시 충주산단1로 167, (용탄동)",충청북도 충주시
20120433328,(주)올찬식품,유통전문판매업,충청북도 충주시 금가면 문곡길 103,충청북도 충주시
20120433470,농업회사법인(주)햇살블루,유통전문판매업,충청북도 충주시 중앙탑면 풍년길 100-1,충청북도 충주시
20120332604,아이배냇(주),유통전문판매업,"충청북도 충주시 대소원면 메가폴리스3로 8, 2층",충청북도 충주시
20130433373,(주)파미안,유통전문판매업,"충청북도 충주시 상방6길 64, (봉방동)",충청북도 충주시
20130433445,(주)올가니카,유통전문판매업,충청북도 충주시 소태면 구룡로 692-13,충청북도 충주시
20130362081,KGEC(케이지이씨),유통전문판매업,"충청북도 충주시 엄정면 웃세고개길 35-14, 2층",충청북도 충주시
20150433046,사랑농원,유통전문판매업,충청북도 충주시 엄정면 내창로 202-1,충청북도 충주시
20150433050,미녹원,유통전문판매업,충청북도 충주시 금가면 금가중앙1길 98,충청북도 충주시
20150433441,농업회사법인(주)두레촌,유통전문판매업,충청북도 충주시 대소원면 완오신촌길 27,충청북도 충주시
20150433459,어울청,유통전문판매업,"충청북도 충주시 대소원면 완오신촌길 27, 2층",충청북도 충주시
20160433019,여누넷,유통전문판매업,"충청북도 충주시 남산13길 2, (교현동)",충청북도 충주시
20160433331,애플샵,유통전문판매업,"충청북도 충주시 목행산단7로 24, A동 348호 (목행동)",충청북도 충주시
20160275054,(주)산지,유통전문판매업,충청북도 충주시 대소원면 메가폴리스로 36,충청북도 충주시
20170433275,더하니,유통전문판매업,충청북도 충주시 중앙탑면 인담길 7,충청북도 충주시
20170433493,태인식품,유통전문판매업,"충청북도 충주시 삼원로 66, 1층 (봉방동)",충청북도 충주시
20170433499,예림이네곤충마을,유통전문판매업,"충청북도 충주시 대가미6길 20, (칠금동)",충청북도 충주시
20170433548,충북원예농협거점APC,유통전문판매업,"충청북도 충주시 금가면 금가중앙2길 1-22, 2층",충청북도 충주시
20170433710,(주)트루나스,유통전문판매업,"충청북도 충주시 충주산단6로 32, 2층 (용탄동)",충청북도 충주시
20170106748,(주)유앤미에프앤비,유통전문판매업,충청북도 충주시 대소원면 메가폴리스2로 8,충청북도 충주시
20170433146,(주)티지와이,유통전문판매업,충청북도 충주시 주덕읍 중원산업로 57-32,충청북도 충주시
20180442130,(주)태한무역,유통전문판매업,"충청북도 충주시 앙성면 앙암로 131, 가동",충청북도 충주시
20180442178,에이티아이(ATI),유통전문판매업,"충청북도 충주시 성터3길 33, 101호 (문화동)",충청북도 충주시
20180442327,제이푸드,유통전문판매업,충청북도 충주시 대소원면 첨단쉼터4길 10,충청북도 충주시
20180442331,유한회사 덕성농업회사법인,유통전문판매업,"충청북도 충주시 금가면 금가중앙1길 98, 가동",충청북도 충주시
20180442547,농업회사법인올투게더네이쳐스(주),유통전문판매업,"충청북도 충주시 동수5길 17, (연수동)",충청북도 충주시
20180442635,숲담은블랙커런트,유통전문판매업,충청북도 충주시 노은면 연하중앙길 47,충청북도 충주시
20180442687,농업회사법인 햇살여문(주),유통전문판매업,"충청북도 충주시 거룡6길 23-1, 1층 (용산동)",충청북도 충주시
20190442043,경수농산,유통전문판매업,"충청북도 충주시 하용두3길 50-23, 저온저장고 (용두동)",충청북도 충주시
20190442114,소나무상사,유통전문판매업,충청북도 충주시 엄정면 내창로 229,충청북도 충주시
20190442125,(주)명가,유통전문판매업,"충청북도 충주시 상방2길 5, 1층 (봉방동)",충청북도 충주시
20190442532,(주)생활바이오,유통전문판매업,충청북도 충주시 대소원면 첨단산업4로 63-1,충청북도 충주시
20190442556,한마음염소 영농조합법인,유통전문판매업,"충청북도 충주시 천변로 211, 1층 (교현동)",충청북도 충주시
20190442570,농업회사법인그린그래스(주),유통전문판매업,"충청북도 충주시 연수로 67, 1층 (연수동)",충청북도 충주시
20190442747,남한강굼벵이,유통전문판매업,"충청북도 충주시 엄정면 구룡로 411, A동 1층",충청북도 충주시
20190442774,장길영사과감자떡,유통전문판매업,"충청북도 충주시 중앙탑면 청금로 265, 1층",충청북도 충주시
20190442806,진건강바이오,유통전문판매업,"충청북도 충주시 엄정면 웃세고개길 35-14, 2층",충청북도 충주시
20190442839,들골꾸지뽕농원,유통전문판매업,"충청북도 충주시 예성로 256, 충주축협 3층 (교현동)",충청북도 충주시
20190442927,청명약초,유통전문판매업,충청북도 충주시 앙성면 앙암로 983-1,충청북도 충주시
20190230150,주식회사지향,유통전문판매업,"충청북도 충주시 금가면 강수로 56, 1층",충청북도 충주시
20200442173,초담유통,유통전문판매업,"충청북도 충주시 신니면 덕고개로 412, 나동",충청북도 충주시
20200442199,(주)알엠바이오테크,유통전문판매업,"충청북도 충주시 연수로1길 11, 1층 (연수동)",충청북도 충주시
20200442322,주식회사바이오봄,유통전문판매업,"충청북도 충주시 충원대로 268, 건국대학교글로컬캠퍼스창업보육센터 4층 406호 (단월동)",충청북도 충주시
20200442422,농업회사법인(주)올빛,유통전문판매업,"충청북도 충주시 목행산단2로 31, (목행동)",충청북도 충주시
20200442436,아이비에이치피씨(IBHPC),유통전문판매업,"충청북도 충주시 무학3길 11, 1층 (봉방동)",충청북도 충주시
19960433205,충주농협,기타식품판매업,"충청북도 충주시 봉방3길 16, (봉방동)",충청북도 충주시
19990433453,충주축산농협하나로마트,기타식품판매업,"충청북도 충주시 예성로 256, (교현동)",충청북도 충주시
20000433062,모닝마트세경점,기타식품판매업,"충청북도 충주시 신촌2길 6, 1층 (호암동)",충청북도 충주시
20010433277,놀부공판장,기타식품판매업,"충청북도 충주시 주공길 10, (연수동)",충청북도 충주시
20010433470,(주)이마트충주점,기타식품판매업,"충청북도 충주시 중원대로 3420, (문화동)",충청북도 충주시
20010433642,롯데쇼핑(주)롯데마트충주점,기타식품판매업,"충청북도 충주시 봉계1길 49, (칠금동)",충청북도 충주시
20020433338,충주공판장주식회사,기타식품판매업,"충청북도 충주시 사직로 286, 염밭로118 (교현동) (안림동)",충청북도 충주시
20030433008,(주)지에스리테일충주용산점,기타식품판매업,"충청북도 충주시 남산로 72, (용산동)",충청북도 충주시
20040433361,럭키유통,기타식품판매업,"충청북도 충주시 중원대로 지하 3377, 상가동 (문화동)",충청북도 충주시
20050433404,주덕농협하나로마트,기타식품판매업,충청북도 충주시 주덕읍 신양로 34,충청북도 충주시
20060433109,지에스더프레시(GS THE FRESH) 충주연수점,기타식품판매업,"충청북도 충주시 금곡로 55, (연수동)",충청북도 충주시
20060433237,(주)누리마트 칠금점,기타식품판매업,"충청북도 충주시 칠금11길 17, (칠금동)",충청북도 충주시
20070433169,모닝마트호암점,기타식품판매업,"충청북도 충주시 호암대로 123, (호암동)",충청북도 충주시
20070433384,신세계유통,기타식품판매업,"충청북도 충주시 호암중앙1로 48, (호암동)",충청북도 충주시
20080433034,팡팡마트,기타식품판매업,"충청북도 충주시 연수로 57, (연수동)",충청북도 충주시
20080433294,주식회사 모닝마트,기타식품판매업,"충청북도 충주시 남산로 88, (용산동)",충청북도 충주시
20080433327,제일큰마트,기타식품판매업,"충청북도 충주시 목행산단7로 24, F동 103,104,105호 (목행동)",충청북도 충주시
20090433175,수안보농협,기타식품판매업,충청북도 충주시 수안보면 온천중앙길 5,충청북도 충주시
20100433042,엘마트,기타식품판매업,"충청북도 충주시 연수동산로 11, (연수동)",충청북도 충주시
20100433185,충북원예농협하나로마트,기타식품판매업,"충청북도 충주시 번영대로 229, (연수동)",충청북도 충주시
20100433279,서충주농협만정지점하나로마트,기타식품판매업,충청북도 충주시 대소원면 중원대로 3930,충청북도 충주시
20110433149,롯데슈퍼충주칠금가맹점,기타식품판매업,"충청북도 충주시 칠금12길 51, (칠금동)",충청북도 충주시
20120433225,하모니마트앙성점,기타식품판매업,충청북도 충주시 앙성면 가곡로 1009,충청북도 충주시
20120433487,충주축산농협하나로마트안림점,기타식품판매업,"충청북도 충주시 금봉대로 366-1, (교현동)",충청북도 충주시
20160433179,드림마트,기타식품판매업,"충청북도 충주시 봉현로 348-2, (교현동)",충청북도 충주시
20160433542,(주)롯데슈퍼충주첨단점,기타식품판매업,충청북도 충주시 대소원면 첨단쉼터1길 3,충청북도 충주시
20160433611,동충주농협하나로마트,기타식품판매업,충청북도 충주시 엄정면 내창로 178,충청북도 충주시
20170433044,(주)누리마트,기타식품판매업,"충청북도 충주시 신호3길 34, (교현동)",충청북도 충주시
20170433739,킹마트,기타식품판매업,"충청북도 충주시 성서1길 36, (성서동)",충청북도 충주시
20170433798,노브랜드충주중앙탑점,기타식품판매업,"충청북도 충주시 중앙탑면 기업도시로 222, 골든스카이 타워 1층 102호",충청북도 충주시
20190442810,(주)이마트에브리데이 서충주점,기타식품판매업,"충청북도 충주시 중앙탑면 원앙9길 18-4, 1층",충청북도 충주시
20200442107,주식회사홈마트,기타식품판매업,"충청북도 충주시 대소원면 기업도시로 26, (주)홈마트 1층",충청북도 충주시
20200442287,노브랜드충주호암점,기타식품판매업,"충청북도 충주시 호암토성4길 3, 1층 (호암동)",충청북도 충주시
20080425167,(주)푸드라인,집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로113번길 32, (봉명동,(1층))",충청북도 청주시 흥덕구
20080425190,신우푸드,집단급식소식품판매업,"충청북도 청주시 흥덕구 동촌로 55-8, 1층 (지동동)",충청북도 청주시 흥덕구
20080425203,(주)세종유통,집단급식소식품판매업,"충청북도 청주시 흥덕구 1순환로536번길 18, (봉명동,(1층))",충청북도 청주시 흥덕구
20080425368,서울농산,집단급식소식품판매업,"충청북도 청주시 흥덕구 백봉로 254, (봉명동,농수산물도매시장 3동-1층)",충청북도 청주시 흥덕구
20080425385,주식회사 해신수산,집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로113번길 39, 1층 (봉명동)",충청북도 청주시 흥덕구
20080421235,동원씨푸드,집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로92번길 11, 정진빌 1층 103호 (봉명동)",충청북도 청주시 흥덕구
20090425246,주식회사 바른생활푸드시스템,집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로47번길 79, (봉명동,(1층))",충청북도 청주시 흥덕구
20100425270,경동씨앤에프(주),집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로35번길 106, 1층 (봉명동)",충청북도 청주시 흥덕구
20100425639,(주)동원푸드시스템,집단급식소식품판매업,"충청북도 청주시 흥덕구 과상미로10번길 85, (봉명동,(1층))",충청북도 청주시 흥덕구
20130425025,(주)동우에프앤씨,집단급식소식품판매업,"충청북도 청주시 흥덕구 운천로17번길 17, 1층 (운천동)",충청북도 청주시 흥덕구
20130425312,푸드코(주),집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로113번길 12, (봉명동, (2층))",충청북도 청주시 흥덕구
20150425155,푸드피아,집단급식소식품판매업,"충청북도 청주시 흥덕구 서부로1223번길 105, 1층 (가경동)",충청북도 청주시 흥덕구
20150425196,청주나누리푸드장애인보호작업장,집단급식소식품판매업,"충청북도 청주시 흥덕구 상신로 133-5, 1층 (상신동)",충청북도 청주시 흥덕구
20150425418,온나라식품,집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로114번길 12, 1층 (봉명동)",충청북도 청주시 흥덕구
20150425629,청주유통,집단급식소식품판매업,"충청북도 청주시 흥덕구 가로수로1132번길 9-1, 2층 201호 (비하동)",충청북도 청주시 흥덕구
20150425650,청주아이누리,집단급식소식품판매업,"충청북도 청주시 흥덕구 대신로40번길 42, 1층 (복대동)",충청북도 청주시 흥덕구
20150237016,충남유통,집단급식소식품판매업,"충청북도 청주시 흥덕구 강내면 태성탑연로 382, (주)창안물산 1층",충청북도 청주시 흥덕구
20160425220,지인푸드,집단급식소식품판매업,"충청북도 청주시 흥덕구 직지대로581번길 20, 1층 (봉명동)",충청북도 청주시 흥덕구
20160425563,대림수산,집단급식소식품판매업,"충청북도 청주시 흥덕구 백봉로 254, 2동 1층 (봉명동, 농수산물도매시장)",충청북도 청주시 흥덕구
20160425729,다다푸른영농조합법인,집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로113번길 23, 3층 (봉명동)",충청북도 청주시 흥덕구
20160425831,가야상회,집단급식소식품판매업,"충청북도 청주시 흥덕구 백봉로 254, 1동 1층 일부호 (봉명동, 청주시농산물도매시장)",충청북도 청주시 흥덕구
20170425045,드림위너스주식회사,집단급식소식품판매업,"충청북도 청주시 흥덕구 백봉로 257, 1층 (봉명동)",충청북도 청주시 흥덕구
20170425047,농업회사법인청주시친환경유통센타 주식회사,집단급식소식품판매업,"충청북도 청주시 흥덕구 상신로 8, 1-2층 (송절동)",충청북도 청주시 흥덕구
20170425324,(주)해신푸드,집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로113번길 39, 1, 2층 (봉명동)",충청북도 청주시 흥덕구
20170425426,총각네식자재전문유통,집단급식소식품판매업,"충청북도 청주시 흥덕구 사운로262번길 33, 1층 (운천동)",충청북도 청주시 흥덕구
20170425609,(주)대승푸드서비스,집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로113번길 3, 1층 일부호 (봉명동)",충청북도 청주시 흥덕구
20170425874,농업회사법인 농가생활협동조합주식회사,집단급식소식품판매업,"충청북도 청주시 흥덕구 직지대로 130-11, 충북친환경채소가공유통센터 주1동 1층 (지동동)",충청북도 청주시 흥덕구
20180434047,경주상회,집단급식소식품판매업,"충청북도 청주시 흥덕구 백봉로 254, 농수산물도매시장 8동 (봉명동)",충청북도 청주시 흥덕구
20180434079,삼일영농조합법인,집단급식소식품판매업,"충청북도 청주시 흥덕구 오송읍 외옥제방길 7, 주1동 1층",충청북도 청주시 흥덕구
20180434340,헬스앤케어(Health & Care) 충북티엠에스(TMS),집단급식소식품판매업,"충청북도 청주시 흥덕구 가로수로1132번길 9-1, 순복음호산나교회 2층 202호 (비하동)",충청북도 청주시 흥덕구
20180434507,고담원푸드,집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로103번길 21, 101호 (봉명동)",충청북도 청주시 흥덕구
20180434548,산뜻한유통,집단급식소식품판매업,"충청북도 청주시 흥덕구 과상미로83번길 18, 1층 (봉명동)",충청북도 청주시 흥덕구
20180434980,소망유통,집단급식소식품판매업,"충청북도 청주시 흥덕구 청주역로 300, 1층 (정봉동)",충청북도 청주시 흥덕구
20190434501,호원청과,집단급식소식품판매업,"충청북도 청주시 흥덕구 백봉로 254, 농수산물도매시장 1동 1층 22호 (봉명동)",충청북도 청주시 흥덕구
20190434757,안동상회,집단급식소식품판매업,"충청북도 청주시 흥덕구 백봉로 254, 농수산물도매시장 1층 (봉명동)",충청북도 청주시 흥덕구
20190435130,푸드샵,집단급식소식품판매업,"충청북도 청주시 흥덕구 백봉로267번길 5, B동 1층 (봉명동)",충청북도 청주시 흥덕구
20200434038,준수직판장,집단급식소식품판매업,"충청북도 청주시 흥덕구 주현로33번길 23, 1층 (봉명동)",충청북도 청주시 흥덕구
20200434146,자연푸드,집단급식소식품판매업,"충청북도 청주시 흥덕구 덕암로47번길 53, 1층 (봉명동)",충청북도 청주시 흥덕구
20200434244,충북청년연합유통,집단급식소식품판매업,"충청북도 청주시 흥덕구 과상미로93번길 4, 1층 102호 (봉명동)",충청북도 청주시 흥덕구
19940425178,롯데푸드(주),유통전문판매업,"충청북도 청주시 흥덕구 대신로164번길 69, (송정동)",충청북도 청주시 흥덕구
20010425758,하늘비식품,유통전문판매업,"충청북도 청주시 흥덕구 동막로 348, (동막동)",충청북도 청주시 흥덕구
20030425048,롯데네슬레코리아주식회사,유통전문판매업,"충청북도 청주시 흥덕구 백봉로72번길 21, (송정동,(2층))",충청북도 청주시 흥덕구
20030425331,(주)정ㆍ식품,유통전문판매업,"충청북도 청주시 흥덕구 산단로 124, (송정동,(1층))",충청북도 청주시 흥덕구
20040425788,다산식품,유통전문판매업,"충청북도 청주시 흥덕구 과상미로83번길 11-1, 1층 (봉명동)",충청북도 청주시 흥덕구
20040425891,(주)동원에프앤비(F&B),유통전문판매업,"충청북도 청주시 흥덕구 공단로 40, (복대동,(3층))",충청북도 청주시 흥덕구
20050425662,주식회사 일신웰스,유통전문판매업,"충청북도 청주시 흥덕구 강내면 부용남이길 111-30, (외 7필지)",충청북도 청주시 흥덕구
20060425195,(주)푸드에프엔씨,유통전문판매업,"충청북도 청주시 흥덕구 풍년로119번길 29-1, (가경동,(1층))",충청북도 청주시 흥덕구
20060425396,커피컴퍼니 대진,유통전문판매업,"충청북도 청주시 흥덕구 운천로 22, (운천동,(1층))",충청북도 청주시 흥덕구
20060425380,강내농업협동조합,유통전문판매업,"충청북도 청주시 흥덕구 강내면 탑연월곡길 85-1, 1층 일부호",충청북도 청주시 흥덕구
20070425162,대한제당(주)옥산공장,유통전문판매업,충청북도 청주시 흥덕구 옥산면 오송가락로 729,충청북도 청주시 흥덕구
20070425501,(주)풍회유통,유통전문판매업,충청북도 청주시 흥덕구 옥산면 덕촌덕절길 41-23,충청북도 청주시 흥덕구
20100425017,윤팔도전통식품,유통전문판매업,"충청북도 청주시 흥덕구 1순환로 525, 3층 (봉명동, 528)",충청북도 청주시 흥덕구
20100425173,조아유통,유통전문판매업,충청북도 청주시 흥덕구 강내면 산단리 50-2번지,충청북도 청주시 흥덕구
20120425351,유니-웰,유통전문판매업,"충청북도 청주시 흥덕구 강내면 산단길 38, 1층",충청북도 청주시 흥덕구
20120425412,교동식품,유통전문판매업,"충청북도 청주시 흥덕구 가로수로 937, 교동식품 1층 (휴암동)",충청북도 청주시 흥덕구
20120425642,한양비씨엠,유통전문판매업,"충청북도 청주시 흥덕구 풍년로 200, (가경동, (2층))",충청북도 청주시 흥덕구
20130425206,(주)시아스,유통전문판매업,충청북도 청주시 흥덕구 옥산면 과학산업1로 102,충청북도 청주시 흥덕구
20130425349,일성푸드,유통전문판매업,"충청북도 청주시 흥덕구 오송읍 가로수로 11-8, (삼부청솔아파트 상가3동 101호)",충청북도 청주시 흥덕구
20140425093,(주)영광식품,유통전문판매업,"충청북도 청주시 흥덕구 흥덕로151번길 21, 1층 (운천동)",충청북도 청주시 흥덕구
20140425308,(주)아노참치,유통전문판매업,"충청북도 청주시 흥덕구 덕암로41번길 56, 2층 (봉명동)",충청북도 청주시 흥덕구
20150425036,제일유통,유통전문판매업,"충청북도 청주시 흥덕구 신율로111번길 30, (복대동)",충청북도 청주시 흥덕구
20150425049,(주)백년나무,유통전문판매업,"충청북도 청주시 흥덕구 오송읍 궁평길 85, 1층",충청북도 청주시 흥덕구
20150425381,살빼는 재미 기트리닷컴,유통전문판매업,"충청북도 청주시 흥덕구 오송읍 서평길 31-1, 1층",충청북도 청주시 흥덕구
20150417418,썸&썸,유통전문판매업,"충청북도 청주시 흥덕구 청주역로338번길 2-1, (정봉동)",충청북도 청주시 흥덕구
20160425030,(주)다농엘마트,유통전문판매업,"충청북도 청주시 흥덕구 백봉로 254, 2층 (봉명동, 7동)",충청북도 청주시 흥덕구
20160425036,청원생명농협쌀조합공동사업법인,유통전문판매업,"충청북도 청주시 흥덕구 비하로9번길 7, 3층 (비하동)",충청북도 청주시 흥덕구
20160425223,가미향,유통전문판매업,"충청북도 청주시 흥덕구 강내면 상월곡길 49-1, 2층 일부호",충청북도 청주시 흥덕구
20160425246,씨엔지바이오(주),유통전문판매업,"충청북도 청주시 흥덕구 강내면 청주역로 213-52, (N동)",충청북도 청주시 흥덕구
20160425625,에스제이,유통전문판매업,"충청북도 청주시 흥덕구 직지대로639번길 28-1, 1층 (봉명동)",충청북도 청주시 흥덕구
20160425640,(주)행복한사람들,유통전문판매업,"충청북도 청주시 흥덕구 2순환로 1256, 강서밀레니엄타워 4층 일부호 (강서동)",충청북도 청주시 흥덕구
20160425788,다다푸른영농조합법인,유통전문판매업,"충청북도 청주시 흥덕구 덕암로113번길 23, 3층 (봉명동)",충청북도 청주시 흥덕구
20170425263,유니웰(주),유통전문판매업,"충청북도 청주시 흥덕구 강내면 산단길 38, 1층",충청북도 청주시 흥덕구
20170425359,인삼열매유통공사(주),유통전문판매업,"충청북도 청주시 흥덕구 서현중로 60, 2동 (강서동)",충청북도 청주시 흥덕구
20170425946,농업회사법인 금성푸드(주),유통전문판매업,"충청북도 청주시 흥덕구 사운로374번길 8, 1층 일부호 (신봉동)",충청북도 청주시 흥덕구
20180434285,주식회사 브라더푸드,유통전문판매업,"충청북도 청주시 흥덕구 비하로15번길 9, 1층 (비하동)",충청북도 청주시 흥덕구
20180434434,에듀팜,유통전문판매업,"충청북도 청주시 흥덕구 강내면 청주역로 213-52, N동 1층 일부호",충청북도 청주시 흥덕구
20180434445,예지글로벌주식회사,유통전문판매업,"충청북도 청주시 흥덕구 월명로 212, 청주 파비뇽 아울렛 가동 A-150호 (봉명동)",충청북도 청주시 흥덕구
20180434483,권가제면소유통,유통전문판매업,"충청북도 청주시 흥덕구 흥덕로88번길 29, 1층 (운천동)",충청북도 청주시 흥덕구
20180434584,흥부베리팜,유통전문판매업,"충청북도 청주시 흥덕구 강내면 학천1길 23-10, 1층",충청북도 청주시 흥덕구
20180426344,태봉,유통전문판매업,"충청북도 청주시 흥덕구 강내면 월곡길 38, 충청대학 K동 2층 209호",충청북도 청주시 흥덕구
20180434910,(주)농업회사법인황실,유통전문판매업,"충청북도 청주시 흥덕구 강내면 덕촌미평길 36-27, 1층 일부호",충청북도 청주시 흥덕구
20180114690,(주)한세솔루션,유통전문판매업,"충청북도 청주시 흥덕구 오송읍 만수1길 40-13, 1층 102호",충청북도 청주시 흥덕구
20190434028,주식회사 디자인셀,유통전문판매업,"충청북도 청주시 흥덕구 공단로 134, 세중테크노밸리 지하1층 B101호 (송정동)",충청북도 청주시 흥덕구
20190434146,썬라이크,유통전문판매업,"충청북도 청주시 흥덕구 풍년로 77, 1층 (가경동)",충청북도 청주시 흥덕구
20190434339,당당한브로콜리새싹 파우치/환/과립,유통전문판매업,"충청북도 청주시 흥덕구 강내면 태성탑연로 377, 1층",충청북도 청주시 흥덕구
20190434345,(주)이연에프엔씨 오송공장,유통전문판매업,"충청북도 청주시 흥덕구 오송읍 오송생명14로 30, 오송바이오폴리스지구BT7-5 2층",충청북도 청주시 흥덕구
20190434364,삼랑유통,유통전문판매업,"충청북도 청주시 흥덕구 신율로103번길 5, 상가동 1층 1호일부호 (복대동)",충청북도 청주시 흥덕구
20190434385,에이티에스티엘,유통전문판매업,"충청북도 청주시 흥덕구 지동로 13, 삼일화물 제1동 1층 (지동동)",충청북도 청주시 흥덕구
20190434530,에이치디푸드(육수당),유통전문판매업,"충청북도 청주시 흥덕구 오송읍 오송생명14로 30, 1층",충청북도 청주시 흥덕구
20190434612,닥터해죽순,유통전문판매업,"충청북도 청주시 흥덕구 장구봉로29번길 15, 1층 (가경동)",충청북도 청주시 흥덕구
20190434689,가나안아로니아,유통전문판매업,"충청북도 청주시 흥덕구 풍산로128번길 17-1, 1층 (복대동)",충청북도 청주시 흥덕구
20190434692,더조은 유통,유통전문판매업,"충청북도 청주시 흥덕구 덕암로47번길 33, 1층 (봉명동)",충청북도 청주시 흥덕구
20190434882,대봉유통,유통전문판매업,"충청북도 청주시 흥덕구 서촌로 60, 동서화학 1층 일부호 (서촌동)",충청북도 청주시 흥덕구
20200434129,(사)대한잠사회,유통전문판매업,"충청북도 청주시 흥덕구 강내면 청주역로 213-52, N동 1층 일부호",충청북도 청주시 흥덕구
20200434214,주식회사 아이키디아,유통전문판매업,"충청북도 청주시 흥덕구 오송읍 오송생명5로 303, 601호",충청북도 청주시 흥덕구
20200434364,스윗랩스,유통전문판매업,"충청북도 청주시 흥덕구 신율로 114, 1층 일부호 (복대동)",충청북도 청주시 흥덕구
20200434439,마녀푸드,유통전문판매업,"충청북도 청주시 흥덕구 운천로4번길 22, 102호 (운천동)",충청북도 청주시 흥덕구
20200434485,농업회사법인 수향채산양삼 주식회사,유통전문판매업,"충청북도 청주시 흥덕구 봉명로191번길 3, 2층 (봉명동)",충청북도 청주시 흥덕구
20200434513,(주)스킨올코리아,유통전문판매업,"충청북도 청주시 흥덕구 직지대로 442, 904호 (송정동)",충청북도 청주시 흥덕구
20200434548,온유약품,유통전문판매업,"충청북도 청주시 흥덕구 오송읍 오송생명1로 194-41, 커뮤니케이션 및 벤처연구센터 6층 607호",충청북도 청주시 흥덕구
